  0                       10                       20                      99.151187
264                      264                       -0.00259999999999999988 0.014114
266                      263                        0.00059999999999999995 0.003257
264                      262                        0.00179999999999999995 0.009771
266                      264                       -0.00059999999999999995 0.003257
264                      262                        0.00100000000000000002 0.005428
266                      264                       -0.00020000000000000001 0.001086
264                      264                       -0.00069999999999999999 0.003800
266                      263                        0.00029999999999999997 0.001629
262                      264                        0.05000000000000000278 0.271423
264                      264                        0.01770000000000000046 0.096084
263                      263                        0.02369999999999999885 0.128655
263                      265                       -0.02440000000000000155 0.132454
262.99000000000000909    265                        0.01179999999999999973 0.064056
264                      263.67000000000001592     -0.00040000000000000002 0.002171
265.5                    263.17000000000001592      0.0001                 0.000543
262.83999999999997499    263.5                     -0.01179999999999999973 0.064056
262.5                    264.26999999999998181     -0.00779999999999999964 0.042342
262.69999999999998863    263.80000000000001137      0.02000000000000000042 0.108569
263.80000000000001137    263.93999999999999773     -0.01220000000000000077 0.066227
262                      265                        0.00489999999999999984 0.026599
263.32999999999998408    263.77999999999997272      0.0019                 0.010314
263.49999999999994316    263.84000000000003183      0.00080000000000000004 0.004343
263.82999999999998408    263.93999999999994088     -0.00150000000000000003 0.008143
263.57999999999998408    263.87000000000000455      0.00020000000000000001 0.001086
263.05000000000001137    263.68999999999999773      0.00059999999999999995 0.003257
263.28999999999996362    263.76999999999998181      0.00029999999999999997 0.001629
262.57999999999992724    264.08999999999997499      0.00069999999999999999 0.003800
263.64999999999997726    263.78000000000002956     -0.0001                 0.000543
263.52999999999997272    264                       -0.00020000000000000001 0.001086
263.46999999999997044    263.93999999999999773     -0.0001                 0.000543
263.17000000000001592    263.93999999999999773     -0.00029999999999999997 0.001629
263.48000000000001819    263.88999999999998636      0.0001                 0.000543
263.26999999999998181    263.92000000000001592     -0.00020000000000000001 0.001086
263.43000000000000682    263.89999999999997726     -0                      0.000000
263                      264.19999999999998863     -0.00510000000000000037 0.027685
263.19999999999998863    264                        0.00089999999999999998 0.004886
262.98000000000001819    264.10000000000002274      0.01000000000000000021 0.054285
262.81000000000000227    263.81999999999999318     -0.00479999999999999958 0.026057
263.32999999999998408    263.85000000000002274     -0.00373699999999999987 0.020286
263.25000000000005684    263.85000000000002274      0.000033               0.000179
262.80000000000001137    264.05000000000001137      0.000122               0.000662
263.43999999999999773    263.85000000000002274     -0.000045               0.000244
263                      263.89999999999997726      0.00226299999999999982 0.012285
262.89999999999997726    264                        0.00033                0.001791
262.99000000000000909    263.94999999999998863     -0.0050000000000000001  0.027142
263.03000000000002956    264.04000000000002046      0.00161999999999999991 0.008794
262.80000000000001137    264.19999999999998863     -0.00275200000000000011 0.014939
262.76330000000001519    264.01330000000001519      0.00030299999999999999 0.001645
263.14330000000001064    263.94330000000002201     -0.000074               0.000402
263.46219999999988204    263.81220000000001846     -0.00014899999999999999 0.000809
262.96559999999999491    263.99060000000002901      0.000054               0.000293
263.00040000000001328    263.95040000000000191      0.00013200000000000001 0.000717
263.10759999999999081    263.94510000000002492     -0.000023               0.000125
262.94999999999998863    263.99259999999998172      0.000001               0.000005
263.00740000000001828    263.94999999999998863      0.000013               0.000071
263                      263.99970000000001846     -0.00200000000000000004 0.010857
263.0484000000000151     264.01870000000002392      0.00199599999999999994 0.010835
263.14330000000001064    263.89999999999997726     -0.0050000000000000001  0.027142
262.8639999999999759     264.01660000000003947      0.000032               0.000174
263.04669999999998709    263.96300000000002228     -0.000009               0.000049
262.99039999999996553    264.02039999999993825     -0.000018               0.000098
263.00319999999999254    263.96759999999994761      0.000005               0.000027
262.9888000000000261     264.01999999999998181     -0.00042700000000000002 0.002318
262.98000000000001819    263.98309999999997899     -0.00067299999999999999 0.003653
263.01400000000001       263.99930000000000518     -0.00100000000000000002 0.005428
263.00020000000000664    264                        0.000021               0.000114
263.03000000000002956    264.04000000000002046     -0.00200000000000000004 0.010857
262.92210000000000036    264.01050000000003593      0.000013               0.000071
263.01550000000003138    263.974899999999991       -0.0000035              0.000019
262.9737999999999829     264.01069999999998572     -0.00000667             0.000036
262.995900000000006      263.97840000000002192      0.00000208             0.000011
263.00110000000000809    263.99000000000000909     -0.00049315000000000003 0.002677
262.99000000000000909    264.00080000000002656     -0.00009392             0.000510
263.00259999999997262    264.00999999999999091     -0.00049262999999999998 0.002674
263.00010000000003174    264                        0.00001146             0.000062
262.97605531999988671    264.02039999999993825      0.000054               0.000293
263.00440000000003238    264.00126666666665187     -0.00000595             0.000032
263.00350000000003092    263.97601666666662368      0.00000226             0.000012
263.00039399999997158    264.00499999999999545      0.00003553             0.000193
263.00499999999999545    263.99881299999998419      0.00017866             0.000970
262.9954089999999951     263.99947300000002315      0.00020000000000000001 0.001086
262.9999919699999964     263.99996714000002385     -0.00000414             0.000022
262.99000000000000909    263.99544158284152218     -0.00049315000000000003 0.002677
263.00282797999994955    264.00082253777782171     -0.00001819             0.000099
263.00078199500001119    264.00020563444445543      0.00000405             0.000022
262.99611597666660145    263.99884851629633431      0.00000589             0.000032
262.99818698249998761    263.99945305388894212      0.00000293             0.000016
262.99800397333331148    263.99940782814815066     -0.00000486             0.000026
263.00008748958333626    264.00000618287037923      0.00000182             0.000010
262.99885767805551495    263.99967235117281916      0.00000731             0.000040
262.99970839701387604    263.99989344279322268     -0.00000128             0.000007
263.00167694189815393    264.00048002988671669     -0.00000257             0.000014
263.00080445204861235    264.00022328588727305     -0.0000012              0.000007
263.0002544097915802     264.00007163624991335     -0.00000347             0.000019
263.00012921963536883    264.00002254621529119      0.0000005              0.000003
262.99801500000000942    264.00200000000000955      0.00000493             0.000027
263.00200000000000955    264.00199700000001712     -0.000012               0.000065
262.99982999999997446    263.9999300000000062      -0.0001                 0.000543
263.00139593668450289    263.99741082282946536     -0.00000039             0.000002
263.00080445204861235    264.00016018137296214     -0.00000414             0.000022
263.00130837386603844    263.99839546990324379      0.00000135333333       0.000007
263.00090837965296942    263.99876996312571009      0.000000695            0.000004
262.99990700000000743    264.00099999999997635     -0.0000013858           0.000008
262.99900000000002365    263.99990700000000743      0.0000000642           0.000000
263.00000099999999748    263.99997200000001385     -0.00005                0.000271
263.00020756043500114    264.00000949756042701      0.00000050059168       0.000003
263.00080445204861235    263.99989344279322268      0.000021               0.000114
263.00013473815431553    263.99818933567098611     -0.0000007172           0.000004
263.0001305992651055     263.99956424357924334      0.0000001957           0.000001
262.99802446282546953    264.00223667289003515      0.00000056326667       0.000003
263.00055306821974455    263.99861728534460781     -0.00000015168333       0.000001
262.99886733129022787    264.0010302103748927       0.00000032495          0.000002
263.0001316339873938     263.99922051660217903     -0.000000032525         0.000000
263.00005065999999943    263.99950000000001182     -0.0000001685           0.000001
262.99950000000001182    263.99994864000001371      0.0000033584           0.000018
262.99991648000002442    263.99999574999998231     -0.00002                0.000109
262.99997944385137316    264.00050304897587239      0.00000017190832       0.000001
263.00078199500001119    263.99922051660217903      0.000021               0.000114
262.99929049005976367    263.99985410082217641     -0.00000017458333       0.000001
262.99950051736107071    263.99978163651144314     -0.0000000820125        0.000000
262.99979999999999336    264.00007573999999977      0.0000084154           0.000046
262.99980948000001035    263.99979999999999336     -0.0000068195           0.000037
262.99992136999998138    264.00020000000000664     -0.0000091719           0.000050
263.0000543996177953     264.00001268008247735     -0.00000025707726       0.000001
263.0002544097915802     264.0001999999999498       0.00001146             0.000062
262.9996241683004996     263.99977052516317144     -0.00000027205833       0.000001
262.99975077604165108    263.99971895476721784     -0.00000015511875       0.000001
263.00001997999999048    264.0000999999999749      -0.000000998322         0.000005
262.9999000000000251     264.00001522999997405     -0.000001189417         0.000006
263.00002012999999579    263.99997601000001168     -0.000005               0.000027
263.00000059889998738    263.99999908759997425      0.00000007187739       0.000000
262.99980948000001035    263.99992298325088314      0.00000182             0.000010
263.00041249737790849    264.00023731995838716      0.00000014859175       0.000001
263.00021541510852785    264.00012062125961165      0.00000004342923       0.000000
263.00008960972121486    264.00006712582387536      0.00000033394834       0.000002
263.00006320214367861    264.00002629151782685     -0.00000010932086       0.000001
262.99995000000001255    263.99998614449998513      0.000000445264         0.000002
262.99998893959997304    264.00004999999998745      0.000000502201         0.000003
263.00001376680000931    263.99999049029997877      0.000002               0.000011
263.00000047293599437    263.99999973365197548     -0.00000002947465       0.000000
263.00012921963536883    264.00004189515811959     -0.000001381501         0.000007
262.99994631493945008    263.99998653408545124      0.00000028534575       0.000002
263.00002737844818057    264.00000614358322082     -0.00000012147151       0.000001
262.99997999999999365    263.99999578820001034      0.000000039796         0.000000
262.99999903989998984    264.00000077969997392     -0.000001               0.000005
262.9999958271999958     264.00002000000000635      0.000000049002         0.000000
263.00000335339700541    263.99999951551694721      0.00000099483083       0.000005
262.99994631493945008    264.00004999999998745     -0.000001               0.000005
263.00000488735724957    263.99997921416792224     -0.00000002073351       0.000000
263.00000262231793613    263.99998941062597169     -0.00000000329963       0.000000
262.99999000000002525    264.00000198959997988     -0.00000008873448       0.000000
263.00000175560001026    264.00000999999997475      0.00000006592804       0.000000
262.99999803169998813    263.99999902700000121      0.0000005              0.000003
263.00000976169957312    263.99998876045469842     -0.00000036262759       0.000002
263.00000976169957312    264.00000438022732396      0.00000006868619       0.000000
262.99999809223930924    264.0000098035419569       0.00000003156812       0.000000
263.00000110054799052    264.00000043248297743      0.0000002              0.000001
262.99999995414600562    264.00000499999998738     -0.00000001689562       0.000000
263.00000499999998738    263.99999995322298219     -0.00000004386007       0.000000
262.99999394530601649    263.99999461429405301     -0.00000013924431       0.000001
262.99999000000002525    263.99998876045469842      0.0000005              0.000003
263.00000148979825099    263.99999450885496799      0.00000000541731       0.000000
263.00000199999999495    264.00000005384401902      0.0000000592859        0.000000
263.00000004648097729    264.00000199999999495     -0.00000000846111       0.000000
263.00000119101900964    263.9999998030979782      -0.0000001              0.000001
262.99999676250001812    263.99999814305800783      0.00000004917521       0.000000
262.999995714557258      263.9999992609449464       0.00000007212856       0.000000
262.99999803591794034    263.99999943401445535      0.00000004313141       0.000000
262.99999997503999793    263.99999900000000252      0.00000003305334       0.000000
263.00000099999999748    264.00000002087199391      0.00000000346655       0.000000
262.99999991682801692    264.00000066314299829      0.00000005             0.000000
262.99999910813198767    264.00000031598500527     -0.00000008651989       0.000000
262.99999871455725042    263.99999916032390956     -0.00000003101741       0.000000
262.99999953591793656    263.99999938370393693     -0.00000000844158       0.000000
263.00000049999999874    263.99999984708830425      0.00000001246176       0.000000
262.99999982564389711    264.00000044858558113      0.00000002             0.000000
263.00000035523515862    264.00000049999999874     -0.00000001298843       0.000000
262.99999931912094553    263.99999920432611589     -0.00000001947333       0.000000
262.9999997145572479     263.99999919329593467      0.00000002480194       0.000000
263.00000003591793529    263.99999940018994948      0.0000000194681        0.000000
263.00000019999998813    264.00000012789570292      0.00000000496071       0.000000
263.00000011549775536    263.99999997453619471     -0.00000001             0.000000
263.00000008959659681    263.99999980000001187      0.00000000386024       0.000000
262.99999959490565971    264.0000000975680905       0.00000000117905       0.000000
262.99999950590262188    263.99999956448226612     -0.00000003773925       0.000000
262.99999975442699451    263.99999963513380408     -0.000000025189         0.000000
262.99999989999997752    264.00000003166906026     -0.00000000118552       0.000000
263.00000003083380307    264.00000010000002248      0.00000000017613       0.000000
262.99999997738262891    264.00000000345124818      0.000000005            0.000000
263.00000009178359051    263.99999986487966908     -0.00000000399061       0.000000
263.00000012073519429    264.00000026828780619     -0.00000000721977       0.000000
263.00000011295054492    264.00000015121588604     -0.00000000444976       0.000000
263.00000002316073733    263.99999995000001718      0.00000000116783       0.000000
262.99999995000001718    263.99999999858420097      0.00000000148959       0.000000
263.00000003594175269    264.00000004584450153      0.000000002            0.000000
262.99999999089749281    264.00000000557128033     -0.00000000465742       0.000000
262.99999997650644445    264.00000008432817822     -0.00000000567293       0.000000
262.99999997672546215    264.00000006410891729     -0.0000000030047        0.000000
263.00000001387394377    263.99999997999998413      0.00000000002944       0.000000
262.99999997999998413    263.99999998615919594      0.00000000005621       0.000000
263.00000000048430593    264.00000000092478558      0.000000001            0.000000
263.00000000564176617    264.00000003291603434     -0.00000000108565       0.000000
262.99999994616541699    263.99999991987823478     -0.00000000022839       0.000000
262.99999996860947249    263.99999995136977304      0.00000000032871       0.000000
263.00000000215169393    264.00000001000000793     -0.00000000033096       0.000000
263.00000001000000793    264.00000000221558594      0.0000000003299        0.000000
262.99999999153180852    264.00000000844119086      0.0000000005           0.000000
262.99999999631648961    263.99999997934321527     -0.00000000049894       0.000000
262.99999999543160811    263.99999997651462991     -0.0000000009429        0.000000
262.99999999669478257    263.99999998261716883     -0.00000000045718       0.000000
263.00000000500000397    264.00000000017666935      0.00000000001328       0.000000
263.00000000021265123    264.00000000337331585     -0.0000000002           0.000000
263.00000000039949555    263.99999999499999603     -0.00000000013425       0.000000
262.99999999438784926    264.00000000145001877      0.00000000032097       0.000000
263.00000001656928816    263.99999999970253839     -0.00000000050071       0.000000
263.00000001030991825    264.00000000188720151     -0.00000000025053       0.000000
263.0000000017015509     264.00000000127647581     -0.0000000001           0.000000
263.00000000121815447    264.00000000150981805      0.0000000001           0.000000
262.99999999809136852    264.00000000199997885     -0.00000000001736       0.000000
262.99999999898892611    263.99999999521372729      0.00000000001736       0.000000
263.00000000307545633    264.00000000736662287      0.00000000000977       0.000000
263.00000000240646614    264.00000000427496616     -0.00000000002623       0.000000
263.00000000099998942    264.00000000018366109      0.00000000003952       0.000000
263.00000000015688784    264.00000000099998942     -0.00000000002154       0.000000
263.00000000089539753    263.9999999994286668      -0.00000000005          0.000000
262.99999999794772521    263.99999999938768269      0.00000000003202       0.000000
263.00000000385506382    263.99999999985743671      0.00000000001736       0.000000
263.00000000241414       264.00000000039307224      0.00000000000868       0.000000
263.00000000008628831    263.99999999953291763      0.00000000002          0.000000
262.99999999950000529    264.00000000035117864      0.00000000001657       0.000000
263.00000000049999471    264.00000000038710368      0.00000000001101       0.000000
262.99999999991371169    263.99999999972880005     -0.00000000004758       0.000000
262.99999999987585397    264.00000000136043354      0.00000000006199       0.000000
263.00000000013073986    264.00000000087749186      0.00000000003399       0.000000
263.00000000000790124    264.00000000019997515     -0.00000000000637       0.000000
263.00000000019997515    264.00000000006281198      0.00000000000555       0.000000
262.99999999984703436    264.0000000001334115       0.00000000001          0.000000
262.99999999994508926    263.99999999960380137     -0.00000000000918       0.000000
262.99999999922420102    263.99999999953558927      0.00000000001337       0.000000
262.99999999954314944    263.99999999974846787      0.00000000001278       0.000000
262.99999999999562306    264.00000000009998757      0.0000000000042        0.000000
263.00000000009998757    264.00000000005672973     -0.00000000000311       0.000000
263.00000000009998757    263.99999999992598987      0.00000000000466       0.000000
262.9999999998044018     263.99999999991729283     -0.00000000000575       0.000000
263.0000000002915499     264.00000000004177991     -0.00000000001055       0.000000
263.00000000018042101    264.00000000006468781     -0.00000000000541       0.000000
263.00000000001193712    264.00000000004354206      0.000000000002         0.000000
263.00000000005002221    264.00000000003808509     -0.0000000000018        0.000000
263.00000000005002221    263.9999999999607212       0.00000000000089       0.000000
262.99999999988801846    263.99999999995765165     -0.00000000000109       0.000000
262.99999999996379074    264.00000000017848834     -0.00000000000393       0.000000
262.99999999999783995    264.00000000011539214     -0.00000000000179       0.000000
263.0000000000082423     263.99999999997999112     -0.00000000000015       0.000000
262.99999999997999112    263.99999999999249667     -0.00000000000023       0.000000
262.99999999999710099    263.99999999999573674      0.000000000001         0.000000
263.0000000000146656     264.00000000003177547     -0.00000000000062       0.000000
262.99999999999124611    264.00000000009362111     -0.00000000000076       0.000000
263.00000000000591172    264.00000000006036771     -0.00000000000035       0.000000
263.00000000001000444    264.00000000000187583      0.0000000000002        0.000000
263.00000000000233058    264.00000000000869704     -0.0000000000005        0.000000
263.00000000000488853    263.99999999998999556     -0.00000000000038       0.000000
262.99999999998277644    263.99999999999943157      0.00000000000068       0.000000
262.99999999999494094    263.99999999998584599     -0.00000000000125       0.000000
262.99999999999545253    263.99999999998829026     -0.00000000000069       0.000000
262.99999999999499778    263.9999999999969873      -0.00000000000005       0.000000
262.99999999999704414    264.00000000000500222     -0.00000000000001       0.000000
262.99999999999897682    263.99999999999971578      0.0000000000002        0.000000
263.00000000000898126    263.9999999999982947      -0.00000000000014       0.000000
263.00000000000329692    264.00000000001693934      0.00000000000018       0.000000
263.00000000000369482    264.00000000001023182      0.00000000000004       0.000000
262.99999999999994316    263.99999999999943157     -0.0000000000001        0.000000
262.99999999999943157    264.00000000000198952     -0.00000000000003       0.000000
262.99999999999801048    263.99999999999948841      0.00000000000001       0.000000
263.0000000000026148     263.99999999999909051      0.00000000000012       0.000000
262.9999999999956799     264.00000000000164846     -0.00000000000024       0.000000
262.99999999999647571    264.00000000000113687     -0.00000000000013       0.000000
263.00000000000028422    263.99999999999897682      0.00000000000001       0.000000
262.99999999999897682    263.99999999999977263      0.00000000000001       0.000000
262.99999999999977263    263.99999999999744205      0.0000000000001        0.000000
262.99999999999965894    263.99999999999857891      0.00000000000007       0.000000
262.99999999999965894    263.99999999999965894     -0.00000000000002       0.000000
263.00000000000051159    263.99999999999948841      0                      0.000000
263.00000000000113687    263.99999999999909051     -0.00000000000007       0.000000
263.00000000000056843    263.99999999999926104     -0.00000000000005       0.000000
263.00000000000022737    263.99999999999994316      0.00000000000001       0.000000
262.99999999999994316    264.00000000000017053      0.00000000000001       0.000000
262.99999999999926104    263.99999999999982947     -0.00000000000008       0.000000
262.99999999999954525    263.99999999999977263     -0.00000000000006       0.000000
263.00000000000011369    264                       -0                      0.000000
263                      264.00000000000011369      0                      0.000000
262.99999999999994316    263.99999999999948841     -0.00000000000002       0.000000
262.99999999999994316    263.99999999999965894     -0.00000000000001       0.000000
