  0                       10                       20                      1031.153811
 -1                       11                       22                      1120.151634
  1                       11                       19                      990.904996
  4                       14                       16                      752.346664
 13                       23                        7                      148.008790
 40                       50                      -20                      1225.859176
 20                       33                       -8                      197.168408
  6                       33                       20                      1197.521582
  3                       23                      -13                      559.437452
 26                       13                        7                      152.587669
 40                       18                      -20                      1221.582306
 36                       23                       17                      887.076464
 11                       23                       -6                      113.129827
 13                        6                       13                      531.410248
 18                       26                       -3                      27.987851
  2                       35                       -8                      234.332536
 20                       19                        3                      27.643121
 20                       22                      -11                      371.146003
 15                       23                        3                      26.980405
 24                       22                        8                      196.321367
 14                       23                       -3                      28.356101
 21                       22                        5                      76.515290
 16                       23                       -1                      3.238954
 16                       17                        6                      110.097065
 18                       24                       -1                      3.182400
 13                       28                       -2                      13.028405
 16                       27                       -6                      111.570363
 15                       24                        1                      2.866090
 20                       19                        1                      3.086509
 19                       22                        2                      12.140215
 17                       23                        0                      0.007365
 17                       20                        2                      12.103156
 18                       23                        0                      0.004541
 13                       28                        0                      0.050240
 17                       25                       -1                      3.228649
 16                       24                        1                      2.900716
 21                       23                        0                      0.000518
 30                       23                        0                      0.002606
 22                       26                       -0                      0.001381
 34                       24                       -1                      2.994961
 20                       24                        1                      3.001603
 19                       28                        1                      2.946350
 41                       23                        3                      27.897452
 15                       22                       10                      304.522526
 30                       24                        0                      0.001709
 34                       25                       -1                      3.005636
 11                       24                        2                      11.380394
 17                       21                        3                      27.288735
 27                       24                        5                      76.755738
 30                       21                        0                      0.005440
 24                       23                       -2                      12.229825
 16                       22                       -2                      12.562570
 17                       24                        0                      0.009120
 18                       25                       -0                      0.007365
 34                       24.670000000000001705    -1                      3.002242
 20                       24.170000000000001705     1                      2.999672
 19                       23.280000000000001137     0                      0.002884
 20                       22.780000000000001137     1                      3.016918
 20                       22.5                     -1                      3.109083
 23                       22.820000000000000284     0                      0.000003
 29                       21.820000000000000284     0                      0.003436
 15                       20.820000000000000284    -0                      0.010954
