  0                       10                       20                      99.151187
  0                       10                       21                      104.579648
  0                       10.5                     20                      99.107536
  0.00025000000000000001  10                       20                      99.152562
  0.00016666666666999999  10.333333333333330373    19                      93.694032
  0.00025000000000000001  10.5                     18                      88.251987
 -0.00008333333333000001  10.666666666666660745    18.666666666666671404   91.855564
  0.00011111111111        11.111111111111110716    17.777777777777778567   86.997333
  0.00016666666666999999  11.666666666666660745    16.666666666666671404   80.927505
  0.00022222222223        11.388888888888880402    15.555555555555560687   74.914922
  0.00033333333333999997  11.833333333333319715    13.333333333333339255   62.822775
  0.00058333333334000003  11.999999999999989342    13.333333333333339255   62.813709
  0.00091666666667000003  12.666666666666650087    10.666666666666669627   48.300942
  0.00069444444445000003  13.6111111111110894       9.1111111111111195981  39.807902
  0.00091666666667999995  15.166666666666630547     4.6666666666666802854  15.618997
  0.00127777777779000006  14.777777777777739487     2.4444444444444499709  3.781949
  0.00183333333335000009  16.333333333333278858    -4.6666666666666598573  35.080080
  0.00174074074074999992  16.574074074074029994    -1.481481481481470075   17.797065
  0.00170679012348000001  18.345679012345620151    -6.9135802469135603232  47.330698
  0.00150925925928000002  16.925925925925881188    -2.518518518518499949   23.437832
  0.00111419753087000002  14.086419753086390827     6.2716049382716096972  24.374876
  0.00141049382717999992  16.216049382716011706    -0.32098765432096998396 11.488483
  0.00066255144035        14.199588477366219763     6.0082304526749101825  22.937874
  0.00147119341565000008  15.980452674897080101     0.3909465020576199934  7.616084
  0.0018563100137299999   16.149519890260588539    -2.9903978052126101161  25.974773
  0.00115157750343999996  15.412379972565119601     2.7524005486968601275  5.220085
  0.00118987197074        14.564357567443950714     4.0461819844535895641  12.274978
  0.00135533836307000005  15.803126428898000455     0.77080475537267001407 5.548961
  0.00105193568054999997  14.681736777930160187     3.5874866636183702084  9.779603
  0.00136637898187999996  15.655773700655350567     1.190081542447809948   3.268006
  0.00117515114567000008  14.760827871767469688     3.4871462683534097948  9.232530
  0.00131029155872000006  15.542551789615369984     1.4498901336178600108  1.949200
  0.00148472137549000003  15.238355539467189459     0.63721019830989000798 6.254200
  0.00123486347145000002  15.36887386429063973      2.2236029611001200124  2.904672
  0.00132991156357999997  16.267021791929831664     0.79793864699940997287 5.416435
  0.00129081122424000005  15.150088781315760755     2.0328179950831901657  2.343538
  0.00119093185439000005  15.051902589492499374     2.6141258507529698818  4.557026
  0.00132251720000999993  15.504805922864640877     1.5460926195241000425  1.797123
  0.00138088318385999999  15.429423798239879417     1.1289308710499799115  3.592189
  0.00127136839955000001  15.384011347777949652     1.9499349385875799356  2.153210
  0.00131197354794999996  15.804157258856209367     1.2644604660698399723  2.869442
  0.00129610180516999992  15.313605900700880014     1.8407286128298498973  1.938258
  0.00134790530972000002  15.523297727675979374     1.2745393053936300287  2.805163
  0.00129050262708999995  15.418832942752459303     1.7810860302890900719  1.868000
  0.00129578952946000003  15.282278054596609707     1.9953813748108299997  2.247209
  0.0013066660514099999   15.477483355860680803     1.58626294391610001    1.785979
  0.00131702211384000008  15.620475580284310269     1.4348991163230100376  1.990154
  0.00130133188234000008  15.390323320596740686     1.7392712387031399324  1.831413
  0.00132984079541999993  15.496242123462250717     1.4666651711397999946  1.903678
  0.00130033716916999999  15.438185237929909377     1.7024808155017701061  1.796730
  0.00131834839805000008  15.556659690506750238     1.4839530139248400253  1.874038
  0.00130558601126999998  15.431907413074240409     1.6754416825085700626  1.772654
  0.00128587562122000005  15.393578081711909888     1.7633643417601900794  1.852972
  0.00131335680531000001  15.476998962576459462     1.6004105500831200537  1.781704
  0.00131673540948999994  15.4860745830776807       1.5389293021700900521  1.799934
  0.00130443672924999998  15.450157574216850875     1.6615929371688500371  1.764185
  0.00130892031248000008  15.428559277384350068     1.7053671692575900209  1.799631
  0.00130722961668000006  15.465252336241599451     1.6160390002514699592  1.777408
  0.00129814476616000002  15.421212586445340875     1.7016385298694700623  1.796563
  0.00130955379551999989  15.463052368543680259     1.6257175450297101094  1.774554
  0.00130582140735000006  15.431492567648250613     1.6924624428866199555  1.787951
  0.00130687756435000002  15.456812394093260465     1.6351448609102599008  1.771930
  0.00130171307438999993  15.429532552379219723     1.6890687753620801104  1.784981
  0.00130759361523999991  15.454672414502569566     1.6415553526127999451  1.770066
  0.00130701926129000003  15.475854175467549823     1.6167537512860399307  1.776835
  0.00130594432378000006  15.442894103672569983     1.6607696997029399721  1.764674
  0.00130510554783000009  15.441670334168069445     1.6741337987461299974  1.771145
  0.00130554855195999997  15.445455849149370309     1.6643865642871700228  1.763498
  0.00130302612142000002  15.437665936856619808     1.6829441148265100736  1.779199
  0.00130645174177999998  15.450420795091089232     1.6519025431662299752  1.767093
  0.00130416799487999995  15.441917556268100142     1.6725969242730800435  1.769759
  0.00130588080505999993  15.448294985385340183     1.6570761384429399943  1.765606
  0.0013047389316         15.444043365973849191     1.6674233289963700244  1.765039
  0.00130502439996999994  15.445106270826720163     1.6648365313580100189  1.763376
  0.00130406213034000001  15.450919025789389138     1.6664409888397500037  1.763923
  0.00130531999225999996  15.444163189626799237     1.6688497858210999958  1.766315
  0.00130465754500000007  15.448658978069339298     1.6634071493319100288  1.763688
  0.00130609153427999991  15.441895039574230708     1.6619791744783098952  1.764343
